timestamp_unix,elapsed_s,scrape_ok,prompt_tokens_total,generation_tokens_total,requests_running,requests_waiting,requests_finished_total,requests_error_total,error
1787161802.613958,109.000057,1,87203.0,1238564.0,191.0,0.0,4710.0,51.0,
1787161803.613960,110.000059,1,87322.0,1240566.0,191.0,0.0,4717.0,51.0,
1787161804.614089,111.000188,1,87501.0,1242701.0,190.0,0.0,4731.0,51.0,
1787161805.613965,112.000064,1,87709.0,1244693.0,191.0,0.0,4742.0,51.0,
1787161806.613961,113.000061,1,87885.0,1246688.0,191.0,0.0,4752.0,51.0,
1787161807.613959,114.000058,1,87997.0,1248690.0,191.0,0.0,4759.0,51.0,
1787161808.613960,115.000059,1,88109.0,1250692.0,191.0,0.0,4766.0,51.0,
1787161809.613959,116.000058,1,88221.0,1252694.0,191.0,0.0,4773.0,51.0,
1787161810.613960,117.000059,1,88333.0,1254696.0,190.0,0.0,4781.0,51.0,
1787161811.613974,118.000073,1,88445.0,1256697.0,191.0,0.0,4788.0,51.0,
1787161812.613983,119.000082,1,88557.0,1258699.0,191.0,0.0,4795.0,51.0,
1787161813.613966,120.000065,1,88669.0,1260701.0,191.0,0.0,4802.0,51.0,
1787161814.613962,121.000061,1,88781.0,1262703.0,191.0,0.0,4809.0,51.0,
1787161815.613959,122.000058,1,88909.0,1264848.0,190.0,0.0,4817.0,51.0,
1787161816.613983,123.000082,1,89021.0,1266849.0,191.0,0.0,4824.0,51.0,
1787161817.613967,124.000067,1,89133.0,1268851.0,191.0,0.0,4831.0,51.0,
1787161818.613965,125.000064,1,89252.0,1270853.0,191.0,0.0,4838.0,51.0,
1787161819.613960,126.000059,1,89371.0,1272855.0,191.0,0.0,4845.0,51.0,
1787161820.613958,127.000057,1,89507.0,1274856.0,191.0,0.0,4852.0,51.0,
1787161821.613959,128.000058,1,89626.0,1276858.0,191.0,0.0,4859.0,51.0,
1787161822.613958,129.000057,1,89778.0,1278854.0,191.0,0.0,4869.0,51.0,
1787161823.613959,130.000058,1,90016.0,1280843.0,190.0,0.0,4883.0,51.0,
1787161824.613958,131.000057,1,90203.0,1282837.0,191.0,0.0,4894.0,51.0,
1787161825.613960,132.000059,1,90322.0,1284839.0,191.0,0.0,4901.0,51.0,
1787161826.613961,133.000060,1,90441.0,1286841.0,191.0,0.0,4908.0,51.0,
1787161827.613961,134.000060,1,90560.0,1288843.0,191.0,0.0,4915.0,51.0,
1787161828.613960,135.000059,1,90679.0,1290845.0,191.0,0.0,4922.0,51.0,
1787161829.613969,136.000068,1,90815.0,1292989.0,191.0,0.0,4930.0,51.0,
1787161830.613962,137.000061,1,90934.0,1294991.0,191.0,0.0,4937.0,51.0,
1787161831.613962,138.000062,1,91053.0,1296993.0,191.0,0.0,4944.0,51.0,
1787161832.613958,139.000057,1,91172.0,1298995.0,191.0,0.0,4951.0,51.0,
1787161833.613962,140.000061,1,91291.0,1300997.0,191.0,0.0,4958.0,51.0,
1787161834.613959,141.000058,1,91427.0,1302998.0,191.0,0.0,4965.0,51.0,
1787161835.613959,142.000058,1,91546.0,1305000.0,191.0,0.0,4972.0,51.0,
1787161836.613961,143.000061,1,91670.0,1307002.0,191.0,0.0,4979.0,51.0,
1787161837.613959,144.000058,1,91796.0,1309004.0,191.0,0.0,4986.0,51.0,
1787161838.613961,145.000060,1,91922.0,1311006.0,190.0,0.0,4994.0,51.0,
1787161839.613962,146.000061,1,92048.0,1313007.0,191.0,0.0,5001.0,51.0,
1787161840.613958,147.000057,1,92174.0,1315008.0,190.0,0.0,5009.0,51.0,
1787161841.613961,148.000060,1,92396.0,1316997.0,190.0,0.0,5023.0,51.0,
1787161842.613962,149.000061,1,92583.0,1318993.0,191.0,0.0,5032.0,51.0,
1787161843.613959,150.000058,1,92770.0,1320988.0,191.0,0.0,5042.0,51.0,
1787161844.613959,151.000058,1,92889.0,1322990.0,191.0,0.0,5049.0,51.0,
1787161845.613957,152.000057,1,93008.0,1324992.0,191.0,0.0,5056.0,51.0,
1787161846.613960,153.000059,1,93127.0,1326994.0,191.0,0.0,5063.0,51.0,
1787161847.613967,154.000066,1,93246.0,1328995.0,191.0,0.0,5071.0,51.0,
1787161848.613954,155.000053,1,93365.0,1330997.0,191.0,0.0,5078.0,51.0,
1787161849.613968,156.000067,1,93484.0,1332999.0,191.0,0.0,5085.0,51.0,
1787161850.613964,157.000063,1,93603.0,1335001.0,191.0,0.0,5092.0,51.0,
1787161851.613968,158.000067,1,93722.0,1337003.0,191.0,0.0,5099.0,51.0,
1787161852.613965,159.000064,1,93858.0,1339004.0,191.0,0.0,5106.0,51.0,
1787161853.613959,160.000058,1,93977.0,1341149.0,191.0,0.0,5114.0,51.0,
1787161854.613960,161.000059,1,94098.0,1343151.0,191.0,0.0,5121.0,51.0,
1787161855.613960,162.000059,1,94224.0,1345153.0,191.0,0.0,5128.0,51.0,
1787161856.613958,163.000057,1,94350.0,1347155.0,191.0,0.0,5135.0,51.0,
1787161857.613960,164.000059,1,94494.0,1349156.0,191.0,0.0,5142.0,51.0,
1787161858.613957,165.000057,1,94620.0,1351158.0,191.0,0.0,5149.0,51.0,
1787161859.613958,166.000057,1,94810.0,1353151.0,190.0,0.0,5161.0,51.0,
1787161860.613957,167.000057,1,95031.0,1355142.0,191.0,0.0,5173.0,51.0,
1787161861.613958,168.000057,1,95218.0,1357280.0,191.0,0.0,5184.0,51.0,
1787161862.613958,169.000057,1,95337.0,1359282.0,191.0,0.0,5191.0,51.0,
1787161863.613958,170.000057,1,95456.0,1361284.0,191.0,0.0,5198.0,51.0,
1787161864.613958,171.000057,1,95575.0,1363286.0,191.0,0.0,5205.0,51.0,
1787161865.613960,172.000059,1,95694.0,1365288.0,190.0,0.0,5213.0,51.0,
1787161866.613959,173.000058,1,95830.0,1367432.0,191.0,0.0,5220.0,51.0,
1787161867.613960,174.000059,1,95949.0,1369434.0,191.0,0.0,5227.0,51.0,
1787161868.613961,175.000060,1,96068.0,1371436.0,191.0,0.0,5234.0,51.0,
1787161869.613959,176.000058,1,96187.0,1373438.0,191.0,0.0,5241.0,51.0,
1787161870.613961,177.000060,1,96306.0,1375440.0,190.0,0.0,5249.0,51.0,
1787161871.613944,178.000043,1,96425.0,1377441.0,191.0,0.0,5256.0,51.0,
1787161872.613957,179.000056,1,96562.0,1379586.0,191.0,0.0,5263.0,51.0,
